text,label,source,source_label,mapping_confidence,is_event_specific
switching user,service_question,hf_bitext_customer_support,switch_account,public_mapped_high,False
Who is responsible for my wedding file?,human_escalation,eventsense_extra_manual_examples,human_escalation,event_specific_manual,True
Can the person in charge contact me?,human_escalation,eventsense_extra_manual_examples,human_escalation,event_specific_manual,True
there is any updates on my rebate,payment_issue,hf_bitext_customer_support,track_refund,public_mapped_high,False
I don't know what I need to do to speak with a human agent,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"I have been dealing with this company for months, they refuse to lower or change my payment plan. I am very low income and I have been getting no where with them. I have called and it is pointless, I basically get "" too bad so sad '' type of responses. I send letters via postal mail and get no where, I either get double copies of forms sent to me that I have already sent to them with no explanation to why they are sending to it to me or reponses that make no sense to what I had inquired about. They are now threatening over a XXXX dollars by XXXX which is COMPLETELY out of my income bracket, I live with my dad due to my sufficently low income status and am on goverment based health care for low income. I am also attending school, as they are still requesting payment. I have faxed them forms again about this situation, which I will be attaching to this complaint. They have report this on my credit and I 'm now considered "" delinquent '', I have went from a XXXX credit score down to a XXXX credit score. I do n't know how I am suppose to find a job to pay off my loans if I find a company that runs credit scores as a hiring descion process. I feel like Im at a dead end, I cant afford a lawyer, I dont know what to do.",payment_issue,hf_hpe_customer_complaints,can't repay my loan can't decrease my monthly payments student loan   ,public_mapped_high,False
I do not know how to earn a product,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
"This complaint serves as follow-up to the refund of my closed savings account balance in the amount of {$5000.00}. The savings account was closed by Chase on XX/XX/2020. While the account was open, I deposited three personal checks on the Chase mobile application to fund my savings account. The XXXX XXXX XXXX XXXX XXXX ( XX/XX/XXXX, confirmed that three of my personal checks posted in my checking account and were paid in full to Chase for the savings account, prior to its closure on XX/XX/2020 for check # XXXX for {$2000.00} and check # XXXX for {$2000.00} and on XX/XX/2020 for check # XXXX for {$1000.00}. XXXX advised me on XX/XX/2020 to check-in with Chase immediately for a refund since the funds were already deposited. On XX/XX/2020, I was informed by customer service that a cashiers check would be mailed for the full balance of {$5000.00} within 7-10 days from the date of closure to my home address. The 7-10 day window has passed and I have not received a refund of my savings account balance for {$5000.00}. I request that CFPB assist with the recovery of my funds from my closed savings account.",complaint,hf_hpe_customer_complaints,managing an account funds not handled or disbursed as instructed checking or savings account   ,public_mapped_high,False
I am experiencing a registration issue,service_question,hf_bitext_customer_support,registration_problems,public_mapped_high,False
"I have had to make a total of XXXX visits in maybe XXXX weeks and this is my XXXX complaint! Wellsfargo on XXXX in XXXX Texas is the worst. My grandmother passed away on XX/XX/XXXX. the XXXX time I went to wellsfargo was XX/XX/XXXX for assistance, since the first time I waited XXXX minuted and finally got to someone and oh were closed now. I was told to scan the death certificate online on XX/XX/XXXX and make an appointment since the scanner was not working for them to upload the documents I gave. The guy told me since I don't have the safe deposit key they will cut the box open. When I go to the bank on XX/XX/XXXX for my appointment where I detailed what I needed and I have no key to the box XXXX called wellsfargo reps for help cause she could not see the death certificate. so legal verifies it and ask if I have probate. I said no I have a XXXX XXXX, will and I'm on the death certificate. XXXX says a XXXX is not valid when they die and not in any state. I said that is a lie a XXXX is not valid upon death it says it on the last page but a XXXX is valid after death and legal is lying I can call my attorney and you can call the courts downtown XXXX XXXX. I did not bring my documents because I did what I was told already online and scanned it. Finally I'm told their is a form for me to sign that the bank will notarize and then I have to wait a week to get the box drilled open and have to wait 30 days from her death to sign the form. I was mad cause I should have been told this and I had to go back on XX/XX/XXXX the day I was going out of town that pushed my trip time back to leave but that doesn't matter to wellsfargo. XX/XX/XXXX XXXX XXXX helped me and asked me for the XXXX death certificate that i already uploaded to you people and was verified and plus social security verified her death and yall sent me letters the first week of XXXX of it! Now XXXX tells me oh this will take XXXX XXXX XXXX XXXX has to upload the death certificate and fillout the form for legal this is nonsense and a waste of time XXXX XXXX should have told me this yesterday but no she didnt! The lack of communication and misinformation is ridiculous and embarrassing for wellsfargo. XXXX misinformed me and delayed my plans. I took responsibility of my grandmother and she trusted in me when she was a live and that when she died I would handle her affairs responsibly and wellsfargo gives me the run around. Truly this is terrible how the bankers at this wellsfargo are not willing to help you unless you have an appointment, they push for appointments when you should be able to walk in to the bank and receive assistance its their job! It's what their paid to do. Apologizing does absolutely nothing, do better! Educate your staff and give a XXXX about people 's time. When I spoke with XXXX after telling her initially I wanted to close the accounts and open the safe deposit box she asked if I wanted to keep the accounts open and them in my name.",cancellation_request,hf_hpe_customer_complaints,closing an account can't close your account checking or savings account   ,public_mapped_high,False
I exxpect a rebate of,payment_issue,hf_bitext_customer_support,track_refund,public_mapped_high,False
Can you give me a cost estimate for 150 guests?,pricing_request,eventsense_event_templates,pricing_request,event_specific_template,True
"I lost my job in XX/XX/2019, since then I've been struggling making my payments. I have reached synchrony bank repeatedly asking to lower my interest rate with the card. I had 2 credit cards with them the Amazon and the TJ Maxx, I paid off TJ Maxx and as soon as I paid it off the closed the account without letting me know. Now they are charging me high interest rate and they don't want to help me with the payments with the amazon card, they make harassing calls every day and when I answer and try to see if they can help me they just hung up on me.",payment_issue,hf_hpe_customer_complaints,struggling to pay your bill credit card company won't work with you while you're going through financial hardship credit,public_mapped_high,False
Can you help me book the stage setup for my wedding?,booking_inquiry,eventsense_event_templates,booking_inquiry,event_specific_template,True
"There must have been a mistake, why was I charged an extra pound?",pricing_request,hf_banking77,extra_charge_on_statement,public_mapped_medium,False
i have to acquire some articles,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
Can we add 10 more guests to the birthday event?,guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
Do you still have availability next week?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
"On XX/XX/XXXX, I received an email offer from PayPal to get its PayPal MasterCard. The offer indicated "" for the first 90 days after account opening, earn a total of 4 % cash back on purchases when you apply and are approved through this email by XX/XX/XXXX. '' On or about XX/XX/XXXX, I applied for the card, was promptly approved, and received a card shortly thereafter. I used my new PayPal MasterCard frequently and earned the maximum bonus reward of {$200.00}. While the offer does indicate to "" please allow up to 1-2 billing statement cycles after the promotional period ends for your bonus cash back to post to your PayPal Cashback Mastercard account , '' I have yet to receive the bonus and its nearly 4 months after the promotion period ended. On XX/XX/XXXX, I contacted PayPal MasterCard customer service to inquire about my bonus award. The agent apologized, indicated that it would be investigated and resolved quickly. The agent offered a {$10.00} statement courtesy credit for the delay in providing the reward. On XX/XX/XXXX, I contacted PayPal MasterCard customer service again to inquire about my bonus award. The service agent ( "" XXXX '' ), spoke with his manager, indicated they would send a note to the "" Rewards department '' to investigate and that I should hear from someone within 15 days to get my rewards bonus. On XX/XX/XXXX, I received a form letter from PayPal MasterCard which provided generic information about the rewards program, but nothing specific about my issue. I contacted PayPal MasterCard customer service again to inquire about the form letter and check on the status of their processes. The service agent ( "" XXXX '' ) apologized and indicated that the form letter was a mistake. She mentioned that the previous agent indicated I made a charge dispute and it's been resolved, but that's not the issue at hand. I was transferred to a supervisor who admits PayPal makes the offer, but Synchrony ( the bank issuing the MasterCard ) doesn't always get promotional offer details. The supervisor indicated there was no record of which offer was on my account and asked me to upload a screenshot of the promotional offer they sent to me. Sad that I have to provide the company with the offer they sent me, but I did have a copy and was able to do it. The agent commented that if validated, they'll include an additional {$190.00} owed since they already provide {$10.00} as courtesy credit due to slow fulfilment. I reminded the agent that the {$10.00} was a courtesy for their slow fulfillment, not a down payment and that PayPal owed me the entire {$200.00} bonus reward. On XX/XX/XXXX, I receive an electronic notification that mentions my request has been processed, but doesn't describe any resolution. In addition, the message contained an error in the offer date mentioned. On XX/XX/XXXX, I contacted PayPal MasterCard customer service again to inquire about resolution. I spoke with a service agent ( "" XXXX '' ) who confirmed that the issue has been resolved in my favor and that I should expect to receive the {$200.00} cash back soon. He also agreed that many customers complain that the their letters aren't clear. It's now XX/XX/XXXX, nearly four months after the end of the promotional offer, and I have neither received written confirmation of the resolution nor have I actually received the promised {$200.00} bonus cash back.",payment_issue,hf_hpe_customer_complaints,"other features, terms, or problems problem with rewards from credit card credit card or prepaid card   ",public_mapped_high,False
i have problems with a forgotten password,service_question,hf_bitext_customer_support,recover_password,public_mapped_high,False
what do I have to do to cntact an assistant?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
can you help me to talk with an agent?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
I transferred some money and it didint arrive,payment_issue,hf_banking77,transfer_not_received_by_recipient,public_mapped_medium,False
I want to cancel my wedding booking.,cancellation_request,eventsense_event_templates,cancellation_request,event_specific_template,True
"On XX/XX/2021 I try to make a cash deposit in the amount of total {$1600.00} on to my checking account number XXXX at the us bank atm, the atm machine retrained my card I will attach a pdf copy of the receipt it gave me. Few days ago I have learn the us bank closed my checking account with out of my knowledge or my consent. I then log in online at us bank.com site notice my check wasn't clear and found out later it was deposited accidently in to this account later was too late for us bank have it removed. I made effort of wanted to make the deposit immediately to bring my balance back in to the positive. However due of the family medical emergency my father is dying he is a us XXXX / veteran military personnel and needed my assistance and along with the XXXX administration ( VA ) so I had to take care of my father heath and ensure he is safe. I was busy so then I try of contact us bank later I got a letter from credit card side of the us bank said they're closing my credit card with out my knowledge. I then called us bank and a rude representative said us bank cut tiding with me I was confused and turns out because us bank label the mobile deposit was a fraud. US Bank never call me or talk to me and also I was inform of calling my home banking branch which located over 450 mile away I called and o one answer and looked online said this branch was closed due covid19. I rush called near by branch and was told that the branch manager boss closed my account. Again I never receive any letter contacting me regards this matter with my checking account only letter I got was credit card by the way I was on time with my credit card and also US BANK falsify and gave me a label stated it was a fraud with out talking or of trying contacting me and yet was forced to call the home branch non sense closed during covid19 the manger boss of the branch or branch manager was being unfair and yet closed my account knowing it was an accidental deposited on mobile deposit, On XX/XX/2021 I finally had some and little available time to travel to the us bank near by and today my intention was to make the cash deposit {$1600.00} but us bank refused and declined my deposited and won't allow me to insert cash deposit and yet taken away my debit card on a sunday knowing there isn't any of us bank branch open near me or in my state it is clearly us bank has made a false claim I feel us bank is prejudice of me and my father and insulted a us military family members who is honored and serve the US armed forces for over 20 plus years and who is in needed my help because I am the only family member he has left to be care of besides of my children. From what I witness here us bank seem to not have any compassion of my family medical condition and yet never or try to contact me or speak with me or trying to find away work this and resolved this I had to do on my own us bank branch was closed no one there I was missed lead of contacting a closed branch and from what I was gather from another us bank branch person the branch manager boss closed my account without knowing the fact or try of contacting me, us bank error!",cancellation_request,hf_hpe_customer_complaints,closing an account company closed your account checking or savings account   ,public_mapped_high,False
"We invited more people than expected, can you handle 60 guests?",guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
what do I have to do to check the cancellation charges?,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
what do I have to do to speak to an operator?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
how can I see how soon can I expect the product?,service_question,hf_bitext_customer_support,delivery_period,public_mapped_high,False
"I have to check what shipping options I have, I need help",service_question,hf_bitext_customer_support,delivery_options,public_mapped_high,False
direct to mw someone,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
could you help me to create a standard account?,service_question,hf_bitext_customer_support,create_account,public_mapped_high,False
i want help to recover the password of my user account,service_question,hf_bitext_customer_support,recover_password,public_mapped_high,False
how can I speak to a live agent?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
I want help to see at what time I can reach customer service,service_question,hf_bitext_customer_support,contact_customer_service,public_mapped_high,False
can ya help me contact an operator,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"10 POTENTIALLY NEGATIVE MONTHS Balance details 0 % paid off Balance {$ .00} Balance updated XXXX XXXX, XXXX Original balance {$ .00} Account info Account number XXXX Open/closed Closed Date opened XXXX XXXX, XXXX Account type Auto Loan Payment summary XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX PAYMENT HISTORY LEGEND Status Repossession. {$ .00} written off. {$ .00} past due as of XXXX XXXX. Status updated XX/XX/XXXX Past due amount {$ .00} Original balance {$ .00} Monthly payment - Last payment date XX/XX/XXXX Additional info Responsibility Individual Terms 72 Months",complaint,hf_hpe_customer_complaints,"incorrect information on your report account information incorrect credit reporting, credit repair services, or other pe",public_mapped_high,False
"Urgent, we need to change the lighting before tomorrow.",urgent_change,eventsense_event_templates,urgent_change,event_specific_template,True
Can you give me a cost estimate for 120 guests?,pricing_request,eventsense_event_templates,pricing_request,event_specific_template,True
"I don't understand you, can you help me talk with an agent?",human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"With the XXXX data breach, my wife and I spent hours trying to 1 ) get our credit reports from Transunion, XXXX and XXXX, and 2 ) trying to freeze our accounts. I have finally received my credit reports from Transunion and XXXX on line but XXXX is requiring me to send them a letter with all kinds of documentation. I do not have time for this XXXX. My wife had to call Transunion to get a freeze on her credit and spent an hour on hold. Once connected the representative she could not understand the person due to a heavy accent. Why are these agencies permitted to hire non-American to deal with our sensitive information? How do we know they are n't selling it? I have disputed several mistakes on my credit reports ( wrong addresses ) without resolution. I have a very good credit score - I have never missed a payment or defaulted on a loan so my score should be perfect yet it is n't because I "" do n't have the right kind of loans and I do n't keep a balance on my credit cards. '' What? I am a superb credit risk yet they judge me because I do n't take risks. Finally when we put freezes on our accounts we had to pay a {$6.00} fee to Transunion and XXXX for a total of {$24.00}. XXXX should be paying this not us as they made the XXXX up. This entire process needs to be shut down.",cancellation_request,hf_hpe_customer_complaints,credit monitoring or identity theft protection services problem canceling credit monitoring or identify theft protection,public_mapped_high,False
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,other,hf_sms_spam_collection,ham,other_spam_noise,False
What is the function of the disposable cards?,payment_issue,hf_banking77,get_disposable_virtual_card,public_mapped_medium,False
contact somebodh,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
Thanks for your help.,other,eventsense_event_templates,other,event_specific_template,True
"My consumer report has a line item from XXXX XXXX for a medical debt purchased from another company. This debt has already been paid. My consumer credit score has been negatively impacted. I sent a Cease and Desist notice dated XX/XX/22 by certified mail on XX/XX/22, and it was received on XX/XX/22. The corporation has failed to communicate with me within the 7 days response time per my demands in connection with this notice.",complaint,hf_hpe_customer_complaints,took or threatened to take negative or legal action threatened or suggested your credit would be damaged debt collection,public_mapped_high,False
I do not know how I can check the cancellation charges,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh,service_question,hf_atis,aircraft,weak_domain_mapped,False
I'm being charged for using my card!,pricing_request,hf_banking77,card_payment_fee_charged,public_mapped_medium,False
assistance seeing the cancellation charge,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
what was the $1 fee i got,pricing_request,hf_banking77,extra_charge_on_statement,public_mapped_medium,False
i dont know what i need to do to speak to an operator,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
kindly give me the type of aircraft used to fly from atlanta to denver,service_question,hf_atis,aircraft,weak_domain_mapped,False
"My chexsystems report shows three inquiries from XXXX XXXX on XX/XX/XXXX, XX/XX/XXXX, and XX/XX/XXXX. I have NOT had an account with this bank since XX/XX/XXXX. I have not applied for any loans, for any accounts, NOTHING from this bank. They NEVER had any permission to check my credit for any reason.",complaint,hf_hpe_customer_complaints,"improper use of your report credit inquiries on your report that you don't recognize credit reporting, credit repair ser",public_mapped_high,False
I want help to earn something,booking_inquiry,hf_bitext_customer_support,place_order,public_mapped_medium,False
show me ground transport in seattle,service_question,hf_atis,ground_service,weak_domain_mapped,False
This is not what we agreed on for the corporate dinner.,complaint,eventsense_event_templates,complaint,event_specific_template,True
What are the disposable cards for?,payment_issue,hf_banking77,get_disposable_virtual_card,public_mapped_medium,False
Is there a reason I was charged a fee for using my card as payment? I've never had an extra fee before.,pricing_request,hf_banking77,card_payment_fee_charged,public_mapped_medium,False
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,other,hf_sms_spam_collection,ham,other_spam_noise,False
What is this extra fee on my statement.,pricing_request,hf_banking77,extra_charge_on_statement,public_mapped_medium,False
i do not know how i can report a registration issue,service_question,hf_bitext_customer_support,registration_problems,public_mapped_high,False
"I have to see the early exit penalty, I need help",cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
what do I have to do to check the early exit fees ?,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
help seeing the termination fee,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
"I have to cancel purchase , can I get some help?",cancellation_request,hf_bitext_customer_support,cancel_order,public_mapped_high,False
Can you check if you received $500?,payment_issue,eventsense_event_templates,payment_issue,event_specific_template,True
how do I speak to someone?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
need to swap some products of purchase,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
icannot afford order could i cancel it,cancellation_request,hf_bitext_customer_support,cancel_order,public_mapped_high,False
I have been disputing this info since XX/XX/2022. XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX. Under 15 USC 1681c-2 this need to be removed.,complaint,hf_hpe_customer_complaints,"incorrect information on your report information belongs to someone else credit reporting, credit repair services, or ot",public_mapped_high,False
"My Mortgage Servicing Company SLS ( Specialized Loan Servicing ) has confirmed to me verbally by SLS Representative : XXXX ref # XXXX that the payment history as reported on all 3 credit bureaus is INCORRECT. The bureaus state that in XX/XX/2014 I was 120 days late on my mortgage payments which is incorrect. I have never been late more than 60 days. As a result, I have been denied credit and am being charged additional fees and a higher interest on my refinance loan pending. SLS has refused to contact all 3 bureaus to have the account corrected.",complaint,hf_hpe_customer_complaints,"incorrect information on your report account information incorrect credit reporting, credit repair services, or other pe",public_mapped_high,False
The number of guests decreased from 120 to 170.,guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
talking to live agent,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
"In XX/XX/XXXX I returned this car to XXXX XXXX XXXX XXXX because it were several defaults in the car that the company, XXXX XXXX XXXX refused to take back. My only option then was to voluntarily return the car to the finance company XXXX XXXX I have several letter to them regarding the contract I signed to purchase the car. XXXX XXXX XXXX XXXX [ XXXX XXXX XXXX ] was a third party to a car sale with myself and XXXX XXXX XXXX. Relying upon the XXXX agent to tell me what was in the contract as I did not have my glasses with me, signed for the loan and sale, not knowing the terms of the contract. I had previously used XXXX for the purchase [ in California ] of my old car that was totaled and other times when needing rentals. Thus, I felt the company was reliable. But the XXXX car I wound up with gave me lots of problems. Shifting Gears, braking, grinding noises when turning the steering sharply to park or to turn a corner, wind shield wipers not working properly, at times the horn would not work, or the locks would not un lock upon turning the engine off, just a few of the things I remember now ; Which made me very nervous to try to drive this car. XXXX would not take the car back. But wanted to put me in another car and add the difference of the XXXX blue book price, and what they sold the car to me for to the new car { A sum of over {$3200.00}. } and that made the payments sky rocket No way. So as a last effort to get out of a car that did not run properly, I took it back to the XXXX XXXX XXXX who financed the car. XXXX XXXX XXXX gave me a letter stating that I had voluntarily returned the car to them as collateral on the loan. No statement was made that I would owe any more money. XXXX XXXX XXXX had the option : 1. of rescinding the contact with XXXX and give the car to them in return for them to cancel the loan and paid XXXX XXXX XXXX or 2. Selling the car for the amount of the loan to a private person or 3. Sell the car out right, and if that amount did not cover theirXXXX XXXX XXXX XXXX expenses to press XXXX for the difference. To try to press me for that difference is asking me to pay for nothing of a benefit to me. This would be an unconscionable contract is one that is so one-sided that it is unfair to one party and therefore unenforceable under law. It is a type of contract that leaves one party with no real, meaningful choice, usually due to major differences in bargaining power between the parties. In a lawsuit, if the court finds a contract to be unconscionable, they will typically declare the contract to be void. No damages award or specific performance will be issued, but instead the parties will be released from their contract obligations. If, I post this on the internet as a complaint or to the XXXX how would some of your other customers react? Unusually harsh and shocking to the conscience ; that which is so grossly unfair that a court will proscribe it. When The contract is invalid. When I returned the car that severed my obligation to them. Yet, they XXXX XXXX XXXX kept trying t get me to pay for what they call a balance of storage and what they say was the difference of what they paid XXXX and what they sold the car for. XXXX was under a obligation to relieve me of any further collections because they had the car in their possession and its full value. XX/XX/XXXX6 XXXX XXXX XXXX XXXX XXXX I read the contract you sent me upon purchase of this vehicle. And there is no provision for a defective produce or return for any other reason listed. I returned the car to you and that severed my obligations to you. However, you had the opportunity to obtain the highest dollar amount for the car that would have cleared the account. YOU DID NOT. You paid XXXX for the car. NOT ME. You could have made a deal with them to take back or cancel the contract and payment to them. You chose not to do this. Since XXXX is always looking for ways to sale cars, it would have been in their best interest to resolved this with you. Did you even contact them about this issue? According to the Consumer Credit Bureau, any return of value or payment to the account is considered a payment and stops a delinquency action. I ask you for what am I paying for? I received nothing from you. I have nothing to show for the money you want from me. The return of the car ended my contract with you. Yet, you want me to pay for nothing. I am not enriched in any way from this contract. But in order to return the car to, you made, under pressure, to sign papers that are not in my best interest. Again, there is no delinquency on this account. My obligations to you are over. THE CAR WAS RETRUNED TO YOU. .. SINCERELY, XXXX XXXX XXXX There was several letter and emails back and forth about this claim of my delinquency to them. NO SO.",complaint,hf_hpe_customer_complaints,"incorrect information on your report account status incorrect credit reporting, credit repair services, or other persona",public_mapped_high,False
I want to reserve the main hall for my engagement.,booking_inquiry,eventsense_event_templates,booking_inquiry,event_specific_template,True
"On XX/XX/21 I went to XXXX XXXX at XXXX with someone < XXXX y/o. I was not informed of the policy of > XXXX y/o after XXXX until my card was charged. I was promised by the cashier that they would process the refund at the end of the day if we didn't play any games and just left. After a couple of weeks with no refund, I called XXXX inquiring the refund and was told they don't recall my story so I opened a dispute with Discover on XX/XX/21. Discover gave a temporary credit while they were investigating and originally sided with me. Then on XX/XX/21 they charged me back for the transaction, but credited it back on XX/XX/21. On XX/XX/21 Discover decided to side with the merchant and charged me again, but this time with no credit back.",payment_issue,hf_hpe_customer_complaints,problem with a purchase shown on your statement credit card company isn't resolving a dispute about a purchase on your s,public_mapped_high,False
help me seeing what methods for delivery I can choose,service_question,hf_bitext_customer_support,delivery_options,public_mapped_high,False
i do not know what i need to do to delete a acclunt,service_question,hf_bitext_customer_support,delete_account,public_mapped_high,False
"When I investigated my credit report, I realized that some of the information was erroneous. The 3 credit bureaus are required to authenticate these accounts under Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ). ( A ). It is not acceptable to treat these reporting accounts as unconfirmed information without producing proof within the legal time range. Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ). ( A ), please investigate the unverifiable accounts below : XXXX XXXX XXXX XXXX XXXX",complaint,hf_hpe_customer_complaints,problem with a credit reporting company's investigation into an existing problem their investigation did not fix an erro,public_mapped_high,False
Visa and Mastercard can both be received from you?,payment_issue,hf_banking77,visa_or_mastercard,public_mapped_medium,False
Can you tell me why my transfer declined?,payment_issue,hf_banking77,declined_transfer,public_mapped_medium,False
I want someone senior to handle this issue.,human_escalation,eventsense_extra_manual_examples,human_escalation,event_specific_manual,True
would it be possible to talk to an operator?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
where do i see the withdrawal penalty,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
I have got to check the invoices from,payment_issue,hf_bitext_customer_support,check_invoice,public_mapped_high,False
Is the gold package available for 80 guests?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
I need help opening a new goddamn gold account,service_question,hf_bitext_customer_support,create_account,public_mapped_high,False
Why is it saying my card payment is declined when I made it?,payment_issue,hf_banking77,declined_card_payment,public_mapped_medium,False
help adding an article to purchase,urgent_change,hf_bitext_customer_support,change_order,public_mapped_medium,False
Is the outdoor area available for the 25th?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
Is the gold package available for 300 guests?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
I can't cancel the subscription to your corporate newsletter,other,hf_bitext_customer_support,newsletter_subscription,public_mapped_medium,False
assistance to see what shipping options I can choose,service_question,hf_bitext_customer_support,delivery_options,public_mapped_high,False
I need to demnand reimbursements of money,payment_issue,hf_bitext_customer_support,get_refund,public_mapped_high,False
can i create a account for my fiance,service_question,hf_bitext_customer_support,create_account,public_mapped_high,False
"I cannot pay, help me to inform of a problem with payments",payment_issue,hf_bitext_customer_support,payment_issue,public_mapped_high,False
can you help me see the damn withdrawal charge?,cancellation_request,hf_bitext_customer_support,check_cancellation_fee,public_mapped_high,False
Can your team handle a engagement on next week?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
"My student loans went into default last year, and were taken over by Conserve. After researching options for resolving default, I called Conserve yesterday and spoke to "" XXXX '' who was not my particular assigned agent ( "" XXXX '' was not there ). He insisted on collecting a great deal of contact information from me before talking to me about options available, asking what I was capable of doing. I told him I was interested in getting information on Consolidation or Rehabilitative payments, but he said he wanted to "" run through a list of options, beginning with paying off the entire loan ( ~ {$ .00} ) with the included ~ {$ .00} in penalties ( ~ {$ .00} ). Next, he wanted me to pay a "" settlement amount '' in the amount of the original loan. XXXX options are beyond my means. After I let him know again that I was interested in either rehabilitative options or in consolidation, and primarily options concerning consolidation, he moved on to rehabilitative payments and he began to ask questions about my financial situation and household, saying he could n't talk to me about anything else until he had that information. He began to collect more information about my job, my salary, household, etc. etc. and insisted that I send paycheck stubs to him immediately. When I let him know these were not immediately available, and again that I was primarily interested in talking about consolidation, he finally looked at the XXXX separate loans I have through the XXXX, then explained that once you consolidate, you ca n't consolidate again. As a result, I "" could n't consolidate '' because of the XXXX ( of the XXXX ) I 'd already consolidated. XXXX immediately went back to asking questions about my financials so he could figure out a payment plan for me. Again, he was asking for paycheck stubs and personal information about my family and household. I interrupted him to tell him that I believed I did qualify for consolidation, at least on the loans that had not already been consolidated. He said he was n't aware of any information on that, and asked me where I 'd thought I 'd read that. I pointed him towards the XXXX website on getting out of default and read it to him, and he then quickly explained that had assumed that since I could n't qualify for XXXX of the loans that had already been consolidated, that I "" was n't interested in doing that. '' I asked him how to go about applying for consolidation ( through them or through the XXXX ) or finding more information on that, and he said he was not aware of the program and that I should go ahead and arrange a payment plan with Conserve. I told him that I 'd call them back when I contacted XXXX, or able to talk with someone who understood student loans, and XXXX then let me know that maybe I could talk with XXXX and figure this all out with Conserve tomorrow. In subsequent research, I have found that ALL my loans qualify for consolidation, without the {$ .00} in penalties Conserve was attempting to impose. XXXX, acting as an agent of Conserve, was clearly trying to obfuscate options available to me to resolve my defaulted student loans. XXXX was intentionally and deceptively withholding information. He was clearly working from a Conserve script to present only the options that were advantageous to Conserve ( most profitable ) and to ensure that I, as a borrower, did not feel confident in either in my understanding of the loan or default process in order to assure that they make maximum profit. XXXX did so by pretending to be ignorant of policies and practices ( consolidation, and policies surrounding consolidation ) that would be clear to anyone working in this field. Thank you for your time, and I appreciate your help and attention to this.",complaint,hf_hpe_customer_complaints,dealing with my lender or servicer received bad information about my loan student loan   ,public_mapped_high,False
Company and their attorney sued me on the XXXX day of XX/XX/2022 after I send them a Cease & Desist letter on the XXXX day of XX/XX/2022 via certified mail with return receipt request to the company and their attorney.,complaint,hf_hpe_customer_complaints,took or threatened to take negative or legal action sued you without properly notifying you of lawsuit debt collection  ,public_mapped_high,False
Our guest list increased and we now expect 60 people.,guest_count_change,eventsense_event_templates,guest_count_change,event_specific_template,True
can I check my bill ?,payment_issue,hf_bitext_customer_support,check_invoice,public_mapped_high,False
i need to get downtown from the denver airport,service_question,hf_atis,ground_service,weak_domain_mapped,False
help getting a reimbursement of my money,payment_issue,hf_bitext_customer_support,get_refund,public_mapped_high,False
